cohort	sample1	sample2	sample1_tfx	sample2_tfx	tfx_diff	sample1_ploidy	sample2_ploidy	ploidy_diff
jax_snp_colorectal	TM01258_TM01258F643P0_P0_AffySNP	TM01258_TM01258F643P0216P1_P1_AffySNP	1.0	1.0	0.0	3.033	3.004	0.029
jax_snp_colorectal	TM01303_TM01303F820P0_P0_AffySNP	TM01303_TM01303F800P0241P1_P1_AffySNP	0.8907	0.7288	0.162	2.825	2.487	0.338
jax_snp_gbm	TM00053_BN199FPT_PT_AffySNP	TM00053_BN199F001P0_P0_AffySNP	1.0	1.0	0.0	2.002	2.001	0.001
jax_snp_gbm	TM00054_BN207FPT_PT_AffySNP	TM00054_BN207F005P0_P0_AffySNP	0.2921	1.0	0.708	2.324	3.132	0.808
jax_snp_gbm	TM00057_BN217FPT_PT_AffySNP	TM00057_BN217F007P0_P0_AffySNP	1.0	1.0	0.0	2.003	1.99	0.013
jax_snp_gbm	TM00058_BN218FPT_PT_AffySNP	TM00058_BN218F002P0_P0_AffySNP	1.0	1.0	0.0	2.002	2.002	0.0
jax_snp_gbm	TM00060_BN237FPT_PT_AffySNP	TM00060_BN237F004P0_P0_AffySNP	0.9469	1.0	0.053	1.995	1.975	0.02
jax_snp_gbm	TM00061_BN243FPT_PT_AffySNP	TM00061_BN243F006P0_P0_AffySNP	0.6339	0.8945	0.261	2.92	2.882	0.038
jax_snp_gbm	TM00062_BN245FPT_PT_AffySNP	TM00062_BN245F005P0_P0_AffySNP	0.8958	1.0	0.104	2.006	2.008	0.002
jax_snp_gbm	TM00062_BN245FPT_PT_AffySNP	TM00062_BN245F007P0_P0_AffySNP	0.8958	0.8993	0.003	2.006	2.027	0.021
jax_snp_gbm	TM01594_TM01594FPT_PT_AffySNP	TM01594_TM01594F062P2_P2_AffySNP	0.5108	1.0	0.489	1.999	2.001	0.002
jax_snp_luad	J000100672_J000102690_P0_001P0_AffySNP	J000100672_J000103864_P1_001P0006P1_AffySNP	0.9999	0.9673	0.033	2.695	2.48	0.215
jax_snp_luad	TM00199_LG0703F948P0_P0_AffySNP	TM00199_LG0703F940P0001P1_P1_AffySNP	1.0	0.9981	0.002	2.393	2.194	0.199
jax_snp_luad	TM00229_LG1189F1952P0_P0_AffySNP	TM00229_LG1189F1952P0002P1_P1_AffySNP	0.8541	1.0	0.146	1.98	1.986	0.006
jax_snp_luad	TM00302_LG1306aF130P0_P0_AffySNP	TM00302_LG1306F130P0078P1_P1_AffySNP	0.8922	0.873	0.019	1.925	1.903	0.022
jax_snp_luad	TM01446_TM01446F1264P0_P0_AffySNP	TM01446_TM01446F1265P0256P1_P1_AffySNP	0.9158	0.9234	0.008	1.981	1.962	0.019
jax_snp_luad	TM01446_TM01446F14P0_P0_AffySNP	TM01446_TM01446F1265P0256P1_P1_AffySNP	0.9014	0.9234	0.022	1.963	1.962	0.001
jax_snp_luad	TM01510_TM01510F48P0_P0_AffySNP	TM01510_TM01510F46P0235P1_P1_AffySNP	0.9466	0.9354	0.011	2.476	2.569	0.093
jax_snp_lusc	J000095054_J000100453_P0_001P0_AffySNP	J000095054_J000102120_P1_001P0006P1_AffySNP	1.0	1.0	0.0	2.001	1.999	0.002
jax_snp_lusc	J000095054_J000100453_P0_001P0_AffySNP	J000095054_J000102504_P1_001P0009P1_AffySNP	1.0	1.0	0.0	2.001	1.981	0.02
jax_snp_lusc	J000099257_J000101156_P0_001P0_AffySNP	J000099257_J000103717_P1_001P0007P1_AffySNP	1.0	1.0	0.0	2.692	1.903	0.789
jax_snp_lusc	TM00188_LG0520F433P0_P0_AffySNP	TM00188_LG0520F434P0000P1000P2006P3_P3_AffySNP	1.0	1.0	0.0	3.136	3.038	0.098
jax_snp_lusc	TM00188_LG0520F434P0_P0_AffySNP	TM00188_LG0520F434P0000P1000P2006P3_P3_AffySNP	1.0	1.0	0.0	3.136	3.038	0.098
jax_snp_lusc	TM00355_LG0551F552P0_P0_AffySNP	TM00355_LG0551F552P0001P1_P1_AffySNP	0.7584	0.7698	0.011	2.814	2.815	0.001
jax_snp_lusc	TM00939_LG1475F356P0_P0_AffySNP	TM00939_LG1475F356P0189P1_P1_AffySNP	0.8273	0.8066	0.021	1.979	2.267	0.288
jax_snp_melanoma	J000097253_J000100910_P0_002P0_AffySNP	J000097253_J000102934_P1_001P0010P1_AffySNP	0.8379	1.0	0.162	1.946	2.394	0.448
jax_snp_melanoma	J000097253_J000100914_P0_001P0_AffySNP	J000097253_J000102934_P1_001P0010P1_AffySNP	0.8418	1.0	0.158	1.901	2.394	0.493
jax_snp_melanoma	TM01137_SK0259FPT_PT_AffySNP	TM01137_SK0259F028P0_P0_AffySNP	0.7486	0.9937	0.245	3.006	3.012	0.006
jax_snp_melanoma	TM01149_TM01149FPT_PT_AffySNP	TM01149_TM01149F093P0_P0_AffySNP	0.4126	1.0	0.587	3.007	3.18	0.173
jax_snp_melanoma	TM01264_TM01264FPT_PT_AffySNP	TM01264_TM01264F667P0_P0_AffySNP	0.5899	1.0	0.41	3.043	2.918	0.125
jax_snp_melanoma	TM01612_TM01612F464P0_P0_AffySNP	TM01612_TM01612F464P0001P1_P1_AffySNP	0.9398	0.9444	0.005	1.992	1.98	0.012
jax_snp_otherlung	TM00194_LG0627PE001P0_P0_AffySNP	TM00194_LG0627PE569P0000P1030P2_P2_AffySNP	1.0	1.0	0.0	2.137	1.978	0.159
jax_snp_otherlung	TM00269_LG1331F164P0_P0_AffySNP	TM00269_LG1331F164P0166P1_P1_AffySNP	1.0	1.0	0.0	1.579	1.775	0.196
jax_snp_otherlung	TM01284_TM01284F744P0_P0_AffySNP	TM01284_TM01284F744P0237P1_P1_AffySNP	0.8304	0.8794	0.049	1.953	1.952	0.001
jax_snp_otherlung	TM01031_LG1502F412P0_P0_AffySNP	TM01031_LG1502F412P0193P1_P1_AffySNP	1.0	0.9543	0.046	1.94	1.877	0.063
jax_snp_othertumor	TM01127_SA1208005F001P0_P0_AffySNP	TM01127_SA1208005F2P043P1_P1_AffySNP	1.0	1.0	0.0	2.006	2.004	0.002
jax_snp_othertumor	TM01423_KD1349FPT_PT_AffySNP	TM01423_KD1349F117P0_P0_AffySNP	0.7132	0.8994	0.186	2.903	2.947	0.044
jax_snp_othertumor	J000100365_J000101777_P0_001P0_AffySNP	J000100365_J000103116_P1_001P0006P1_AffySNP	1.0	0.954	0.046	2.112	2.116	0.004
jax_snp_othertumor	TM01373_TM01373F1015P0_P0_AffySNP	TM01373_TM01373F1015P0343P1_P1_AffySNP	0.8816	1.0	0.118	1.909	1.967	0.058
jax_snp_othertumor	TM01373_TM01373F1015P0_P0_AffySNP	TM01373_TM01373F1015P0344P1_P1_AffySNP	0.8816	0.8481	0.034	1.909	1.948	0.039
jax_snp_othertumor	J000079689_J000079689PT_PT_AffySNP	J000079689_J000095142_P0_001P0_AffySNP	0.7275	1.0	0.272	1.897	1.948	0.051
jax_snp_othertumor	TM01087_TM01087F108P0_P0_AffySNP	TM01087_TM01087F108P0104P1_P1_AffySNP	0.9978	0.8913	0.107	2.932	2.945	0.013
jax_snp_othertumor	TM01044_LY2238AF016P0_P0_AffySNP	TM01044_LY2238A16P01P1_P1_AffySNP	0.899	1.0	0.101	2.818	3.44	0.622
jax_snp_othertumor	TM01212_TM01212F463P0_P0_AffySNP	TM01212_TM01212F463P0307P1_P1_AffySNP	0.954	0.9267	0.027	2.06	1.984	0.076
jax_snp_ovarian	TM00333_OV0857F006P0_P0_AffySNP	TM00333_OV0857F006P0026P1_P1_AffySNP	1.0	1.0	0.0	3.067	3.09	0.023
jax_snp_ovarian	TM00334_OV1110F024P0_P0_AffySNP	TM00334_OV1110F024P0000P1008P2_P2_AffySNP	1.0	1.0	0.0	3.69	3.148	0.542
jax_snp_ovarian	TM00335_OV1828F081P0_P0_AffySNP	TM00335_OV1828F082P0000P1008P2_P2_AffySNP	0.922	1.0	0.078	1.983	1.953	0.03
jax_snp_ovarian	TM00916_OM1058F141P0_P0_AffySNP	TM00916_OM1058F141P059P1_P1_AffySNP	0.9464	0.9833	0.037	2.99	2.994	0.004
jax_snp_ovarian	TM00927_OV11094F172P0_P0_AffySNP	TM00927_OV11094F172P0118P1_P1_AffySNP	0.833	0.8028	0.03	2.129	2.235	0.106
jax_snp_sarcoma	TM01085_TM01085FPT_PT_AffySNP	TM01085_TM01085F061P0_P0_AffySNP	1.0	1.0	0.0	2.03	2.024	0.006
jax_snp_sarcoma	TM01053_RP2246FPT_PT_AffySNP	TM01053_RP2246F198P0_P0_AffySNP	0.912	0.9049	0.007	1.996	1.979	0.017
jax_snp_sarcoma	J000099873_J000102461_P0_005P0_AffySNP	J000099873_J000102568_P1_001P0007P1_AffySNP	1.0	1.0	0.0	2.005	1.999	0.006
jax_snp_sarcoma	TM00360_SA0082PT_PT_AffySNP	TM00360_SA0082F006P0000P1_P1_AffySNP	0.4699	0.9954	0.525	2.105	1.991	0.114
jax_snp_sarcoma	TM01302_TM01302FPT_PT_AffySNP	TM01302_TM01302F816P0_P0_AffySNP	1.0	1.0	0.0	2.072	2.099	0.027
jax_snu_wes_gastric	G1_PTPN_WES	G1_P0PN_WES	0.2652	0.9647	0.7	1.838	2.01	0.172
jax_snu_wes_gastric	G1-LN2_PTPN_WES	G1-LN2_P0PN_WES	0.5029	1.0	0.497	1.902	2.002	0.1
jax_snu_wes_gastric	G1-LN9_PTPN_WES	G1-LN9_P0PN_WES	0.4503	1.0	0.55	2.042	2.002	0.04
jax_snu_wes_gastric	G15_PTPN_WES	G15_P0PN_WES	0.5685	0.835	0.266	2.035	2.026	0.009
jax_snu_wes_gastric	G21_PTPN_WES	G21_P0PN_WES	0.1877	0.8706	0.683	2.807	2.892	0.085
jax_snu_wes_gastric	G28_PTPN_WES	G28_P0PN_WES	0.4487	0.9884	0.54	2.167	1.809	0.358
jax_snu_wes_gastric	G34_PTPN_WES	G34_P0PN_WES	0.1228	1.0	0.877	2.566	2.992	0.426
jax_snu_wes_gastric	G37_PTPN_WES	G37_P0PN_WES	0.2574	0.8956	0.638	3.15	2.946	0.204
jax_snu_wes_gastric	G38_PTPN_WES	G38_P0PN_WES	0.4597	0.7474	0.288	2.392	2.561	0.169
jax_snu_wes_gastric	G46_PTPN_WES	G46_P0PN_WES	0.3741	0.8672	0.493	1.858	2.016	0.158
jax_snu_wes_gastric	G59_PTPN_WES	G59_P0PN_WES	0.2122	0.8553	0.643	2.028	1.922	0.106
jax_snu_wes_gastric	G65_PTPN_WES	G65_P0PN_WES	0.3945	0.9975	0.603	2.667	2.815	0.148
jax_snu_wes_gastric	G90_PTPN_WES	G90_P0PN_WES	0.1477	0.8964	0.749	1.902	1.95	0.048
jax_snu_wes_gastric	G93_PTPN_WES	G93_P0PN_WES	0.1521	0.7574	0.605	2.595	2.79	0.195
jax_snu_wes_gastric	G99_PTPN_WES	G99_P0PN_WES	0.4139	1.0	0.586	3.021	2.863	0.158
jax_snu_wes_gastric	G100_PTPN_WES	G100_P0PN_WES	0.1885	1.0	0.811	2.983	2.995	0.012
jax_snu_wes_gastric	G103_PTPN_WES	G103_P0PN_WES	0.2625	0.9536	0.691	3.164	2.767	0.397
jax_snu_wes_gastric	G112_PTPN_WES	G112_P0PN_WES	0.2499	0.7117	0.462	2.922	2.976	0.054
jax_snu_wes_gastric	G114_PTPN_WES	G114_P0PN_WES	0.3082	1.0	0.692	2.229	2.022	0.207
jax_snu_wes_gastric	G119_PTPN_WES	G119_P0PN_WES	0.2494	0.8447	0.595	2.944	3.062	0.118
jax_snu_wes_gastric	G119-LN128_PTPN_WES	G119-LN128_P0PN_WES	0.3534	1.0	0.647	2.696	2.912	0.216
jax_snu_wes_gastric	G130_PTPN_WES	G130_P0PN_WES	0.3872	0.9328	0.546	2.103	2.089	0.014
jax_snu_wes_gastric	G170_PTPN_WES	G170_P0PN_WES	0.2711	1.0	0.729	3.053	2.894	0.159
jax_snu_wes_gastric	G171-LN1_PTPN_WES	G171-LN1_P0PN_WES	0.452	1.0	0.548	1.958	2.005	0.047
jax_snu_wes_gastric	G171-LN2_PTPN_WES	G171-LN2_P0PN_WES	0.2814	1.0	0.719	2.046	2.164	0.118
jax_snu_wes_gastric	G179_PTPN_WES	G179_P0PN_WES	0.441	0.92	0.479	1.972	2.074	0.102
jax_snu_wes_gastric	G183_PTPN_WES	G183_P0PN_WES	0.1572	0.9725	0.815	2.874	2.977	0.103
jax_snu_wes_gastric	G195_PTPN_WES	G195_P0PN_WES	0.2578	0.7812	0.523	2.907	2.666	0.241
jax_snu_wes_gastric	G201_PTPN_WES	G201_P0PN_WES	0.05999	1.0	0.94	2.873	2.805	0.068
jax_snu_wes_gastric	G204_PTPN_WES	G204_P0PN_WES	0.4801	1.0	0.52	2.086	2.168	0.082
jax_snu_wes_gastric	G208_PTPN_WES	G208_P0PN_WES	0.2998	0.9734	0.674	3.001	3.049	0.048
jax_snu_wes_gastric	G210_PTPN_WES	G210_P0PN_WES	0.7261	1.0	0.274	1.953	1.997	0.044
jax_snu_wes_gastric	G222_PTPN_WES	G222_P0PN_WES	0.3627	0.9953	0.633	2.972	2.865	0.107
mdacc_wes_luad	TC211_PT_WES	TC211_P0_WES	0.2188	0.9201	0.701	2.099	2.036	0.063
mdacc_wes_luad	TC219_PT_WES	TC219_P0_WES	0.4578	1.0	0.542	2.015	1.972	0.043
mdacc_wes_luad	TC241_PT_WES	TC241_P0_WES	0.2384	0.9684	0.73	1.992	1.999	0.007
mdacc_wes_luad	TC247_PT_WES	TC247_P0_WES	0.1677	0.9626	0.795	3.01	3.035	0.025
mdacc_wes_luad	TC253_PT_WES	TC253_P0_WES	0.07312	1.0	0.927	2.775	3.003	0.228
mdacc_wes_luad	TC255_PT_WES	TC255_P0_WES	0.7553	1.0	0.245	2.0	1.998	0.002
mdacc_wes_luad	TC286_PT_WES	TC286_P0_WES	0.5096	1.0	0.49	2.926	3.007	0.081
mdacc_wes_luad	TC303_PT_WES	TC303_P0_WES	0.2809	0.9147	0.634	3.101	2.975	0.126
mdacc_wes_luad	TC314_PT_WES	TC314_P0_WES	0.2123	1.0	0.788	2.964	3.007	0.043
mdacc_wes_luad	TC316_PT_WES	TC316_P0_WES	0.1249	0.9488	0.824	1.906	1.995	0.089
mdacc_wes_luad	TC371_PT_WES	TC371_P0_WES	0.1069	1.0	0.893	2.045	1.991	0.054
mdacc_wes_luad	TC386_PT_WES	TC386_P1_WES	0.6465	0.9567	0.31	3.118	3.101	0.017
mdacc_wes_luad	TC402_PT_WES	TC402_P0_WES	0.3518	0.9305	0.579	3.07	3.073	0.003
mdacc_wes_luad	TC423_PT_WES	TC423_P0_WES	0.1219	0.9497	0.828	2.981	2.974	0.007
mdacc_wes_luad	TC429_PT_WES	TC429_P0_WES	0.2035	1.0	0.796	1.94	2.172	0.232
mdacc_wes_luad	TC453_PT_WES	TC453_P0_WES	0.391	0.9417	0.551	1.955	2.007	0.052
mdacc_wes_luad	TC494_PT_WES	TC494_P0_WES	0.6791	0.991	0.312	1.925	1.983	0.058
mdacc_wes_lusc	TC223_PT_WES	TC223_P0_WES	0.3454	0.9838	0.638	1.982	1.98	0.002
mdacc_wes_lusc	TC250_PT_WES	TC250_P0_WES	0.5038	0.9886	0.485	1.917	1.966	0.049
mdacc_wes_lusc	TC258_PT_WES	TC258_P0_WES	0.1277	0.9944	0.867	2.343	2.99	0.647
mdacc_wes_lusc	TC290_PT_WES	TC290_P0_WES	0.7465	0.8798	0.133	2.881	2.928	0.047
mdacc_wes_lusc	TC318_PT_WES	TC318_P0_WES	0.7	0.9669	0.267	3.348	3.446	0.098
mdacc_wes_lusc	TC319_PT_WES	TC319_P0_WES	0.276	0.6996	0.424	3.024	2.555	0.469
mdacc_wes_lusc	TC366_PT_WES	TC366_P1_WES	0.5958	1.0	0.404	3.11	3.061	0.049
mdacc_wes_lusc	TC383_PT_WES	TC383_P1_WES	0.8642	1.0	0.136	2.885	2.689	0.196
mdacc_wes_lusc	TC393_PT_WES	TC393_P0_WES	0.5442	0.9873	0.443	2.958	2.967	0.009
mdacc_wes_lusc	TC397_PT_WES	TC397_P1_WES	0.1357	0.9425	0.807	2.039	1.954	0.085
mdacc_wes_lusc	TC404_PT_WES	TC404_P0_WES	0.1993	1.0	0.801	2.079	1.993	0.086
mdacc_wes_lusc	TC438_PT_WES	TC438_P1_WES	0.5938	0.9836	0.39	3.217	3.067	0.15
mdacc_wes_lusc	TC449_PT_WES	TC449_P0_WES	0.2483	0.986	0.738	3.057	3.065	0.008
mdacc_wes_otherlung	TC333_PT_WES	TC333_P0_WES	0.2247	0.9433	0.719	2.278	2.148	0.13
mdacc_wes_otherlung	TC524_PT_WES	TC524_P0_WES	0.1932	0.9888	0.796	1.975	1.875	0.1
mdacc_wes_otherlung	TC78_PT_WES	TC78_P2_WES	0.3994	0.9883	0.589	1.983	1.947	0.036
mdacc_wes_otherlung	TC422_PT_WES	TC422_P0_WES	0.2313	0.9547	0.723	1.912	1.99	0.078
mdacc_wes_otherlung	TC436_PT_WES	TC436_P0_WES	0.1585	1.0	0.842	2.833	2.909	0.076
mdacc_wes_otherlung	TC430_PT_WES	TC430_P0_WES	0.2123	0.8873	0.675	2.873	2.633	0.24
pdmr_wes_bladder	146476--266-R--ORIGINATOR_PT_WES	146476--266-R--E19YJ0_P1_WES	0.845	1.0	0.155	2.89	2.928	0.038
pdmr_wes_bladder	146476--266-R--ORIGINATOR_PT_WES	146476--266-R--E19YJ1_P1_WES	0.845	1.0	0.155	2.89	2.776	0.114
pdmr_wes_bladder	146476--266-R--ORIGINATOR_PT_WES	146476--266-R--E20F07_P1_WES	0.845	1.0	0.155	2.89	2.946	0.056
pdmr_wes_bladder	146476--266-R--E19YJ0_P1_WES	146476--266-R--E20F08F67_P2_WES	1.0	1.0	0.0	2.928	3.009	0.081
pdmr_wes_bladder	146476--266-R--E19YJ1_P1_WES	146476--266-R--E20F08F67_P2_WES	1.0	1.0	0.0	2.776	3.009	0.233
pdmr_wes_bladder	146476--266-R--E20F07_P1_WES	146476--266-R--E20F08F67_P2_WES	1.0	1.0	0.0	2.946	3.009	0.063
pdmr_wes_bladder	222454--113-R--A00_P0_WES	222454--113-R--A00W56_P1_WES	1.0	1.0	0.0	2.948	2.956	0.008
pdmr_wes_bladder	222454--113-R--A00W56_P1_WES	222454--113-R--A00_RG-W58M196_P2_WES	1.0	1.0	0.0	2.956	2.959	0.003
pdmr_wes_bladder	222454--113-R--A00W56_P1_WES	222454--113-R--A00_RG-W58M199_P2_WES	1.0	1.0	0.0	2.956	2.973	0.017
pdmr_wes_bladder	261386--189-R--ORIGINATOR_PT_WES	261386--189-R--N69_P0_WES	0.8155	1.0	0.184	3.102	3.111	0.009
pdmr_wes_bladder	261386--189-R--ORIGINATOR_PT_WES	261386--189-R--N70_P0_WES	0.8155	1.0	0.184	3.102	3.08	0.022
pdmr_wes_bladder	261386--189-R--N69_P0_WES	261386--189-R--N69M989_P1_WES	1.0	1.0	0.0	3.111	3.104	0.007
pdmr_wes_bladder	261386--189-R--N70_P0_WES	261386--189-R--N69M989_P1_WES	1.0	1.0	0.0	3.08	3.104	0.024
pdmr_wes_bladder	261386--189-R--N69_P0_WES	261386--189-R--N70P05_P1_WES	1.0	1.0	0.0	3.111	3.041	0.07
pdmr_wes_bladder	261386--189-R--N70_P0_WES	261386--189-R--N70P05_P1_WES	1.0	1.0	0.0	3.08	3.041	0.039
pdmr_wes_bladder	416634--122-T--A08_P0_WES	416634--122-T--A08A75_P1_WES	1.0	1.0	0.0	2.004	2.004	0.0
pdmr_wes_bladder	416634--122-T--A08_P0_WES	416634--122-T--A08A76_P1_WES	1.0	1.0	0.0	2.004	2.019	0.015
pdmr_wes_bladder	416634--122-T--A08A75_P1_WES	416634--122-T--A08A77AQ6_P2_WES	1.0	1.0	0.0	2.004	2.01	0.006
pdmr_wes_bladder	416634--122-T--A08A76_P1_WES	416634--122-T--A08A77AQ6_P2_WES	1.0	1.0	0.0	2.019	2.01	0.009
pdmr_wes_bladder	416634--122-T--A08A77AQ6_P2_WES	416634--122-T--A08A75AQ2IB2_P3_WES	1.0	0.9897	0.01	2.01	1.999	0.011
pdmr_wes_bladder	416634--122-T--A08A77AQ6_P2_WES	416634--122-T--A08A76AU5IC9_RG_P3_WES	1.0	1.0	0.0	2.01	2.01	0.0
pdmr_wes_bladder	512744--197-R--T59_P0_WES	512744--197-R--T59TM8_P1_WES	1.0	1.0	0.0	2.992	3.012	0.02
pdmr_wes_bladder	512744--197-R--T59TM8_P1_WES	512744--197-R--T58TV0UZ1_P2_WES	1.0	1.0	0.0	3.012	2.992	0.02
pdmr_wes_bladder	512744--197-R--T59TM8_P1_WES	512744--197-R--T59TM9UN5_P2_WES	1.0	1.0	0.0	3.012	2.989	0.023
pdmr_wes_bladder	512744--197-R--T59TM8_P1_WES	512744--197-R--T59TN0UC2_P2_WES	1.0	1.0	0.0	3.012	3.016	0.004
pdmr_wes_bladder	512744--197-R--T58TV0UZ1_P2_WES	512744--197-R--T59TN0UC1VC9_P3_WES	1.0	1.0	0.0	2.992	2.996	0.004
pdmr_wes_bladder	512744--197-R--T59TM9UN5_P2_WES	512744--197-R--T59TN0UC1VC9_P3_WES	1.0	1.0	0.0	2.989	2.996	0.007
pdmr_wes_bladder	512744--197-R--T59TN0UC2_P2_WES	512744--197-R--T59TN0UC1VC9_P3_WES	1.0	1.0	0.0	3.016	2.996	0.02
pdmr_wes_bladder	558786--286-R--ORIGINATOR_PT_WES	558786--286-R--FI8_P0_WES	0.2441	1.0	0.756	1.994	2.0	0.006
pdmr_wes_bladder	558786--286-R--FI8_P0_WES	558786--286-R--FI8D07_P1_WES	1.0	0.8945	0.106	2.0	2.003	0.003
pdmr_wes_bladder	558786--286-R--FI8_P0_WES	558786--286-R--FJ0D01_P1_WES	1.0	1.0	0.0	2.0	2.0	0.0
pdmr_wes_bladder	558786--286-R--FI8_P0_WES	558786--286-R--FJ2D10_P1_WES	1.0	1.0	0.0	2.0	2.002	0.002
pdmr_wes_bladder	558786--286-R--FI8D07_P1_WES	558786--286-R--FI8D05D58_P2_WES	0.8945	1.0	0.106	2.003	2.002	0.001
pdmr_wes_bladder	558786--286-R--FJ0D01_P1_WES	558786--286-R--FI8D05D58_P2_WES	1.0	1.0	0.0	2.0	2.002	0.002
pdmr_wes_bladder	558786--286-R--FJ2D10_P1_WES	558786--286-R--FI8D05D58_P2_WES	1.0	1.0	0.0	2.002	2.002	0.0
pdmr_wes_bladder	558786--286-R--FI8D07_P1_WES	558786--286-R--FJ2D12D65_P2_WES	0.8945	1.0	0.106	2.003	2.013	0.01
pdmr_wes_bladder	558786--286-R--FJ0D01_P1_WES	558786--286-R--FJ2D12D65_P2_WES	1.0	1.0	0.0	2.0	2.013	0.013
pdmr_wes_bladder	558786--286-R--FJ2D10_P1_WES	558786--286-R--FJ2D12D65_P2_WES	1.0	1.0	0.0	2.002	2.013	0.011
pdmr_wes_bladder	593322--323-R--AT5_P0_WES	593322--323-R--AT4NU7M391_P2_WES	1.0	1.0	0.0	2.952	2.998	0.046
pdmr_wes_bladder	593322--323-R--AT5_P0_WES	593322--323-R--AT4NU8M478_P2_WES	1.0	0.9599	0.04	2.952	3.047	0.095
pdmr_wes_bladder	593322--323-R--AT5_P0_WES	593322--323-R--AT4NU8_RG-ED1_P2_WES	1.0	0.9666	0.033	2.952	3.144	0.192
pdmr_wes_bladder	665939--344-R--ORIGINATOR_PT_WES	665939--344-R--YH1_P0_WES	0.3098	1.0	0.69	3.312	2.956	0.356
pdmr_wes_bladder	665939--344-R--YH1_P0_WES	665939--344-R--YH0XJ4_P1_WES	1.0	1.0	0.0	2.956	2.975	0.019
pdmr_wes_bladder	665939--344-R--YH1_P0_WES	665939--344-R--YH1W67_P1_WES	1.0	0.9981	0.002	2.956	2.978	0.022
pdmr_wes_bladder	665939--344-R--YH1_P0_WES	665939--344-R--YH2X72_P1_WES	1.0	1.0	0.0	2.956	2.964	0.008
pdmr_wes_bladder	665939--344-R--YH1_P0_WES	665939--344-R--YH2X73_P1_WES	1.0	0.9895	0.01	2.956	2.954	0.002
pdmr_wes_bladder	665939--344-R--YH1_P0_WES	665939--344-R--YH3XJ7_P1_WES	1.0	1.0	0.0	2.956	3.025	0.069
pdmr_wes_bladder	146476--266-R--ORIGINATOR_PT_WES	146476--266-R--E20F08F67_P2_WES	0.845	1.0	0.155	2.89	3.009	0.119
pdmr_wes_bladder	261386--189-R--ORIGINATOR_PT_WES	261386--189-R--N69M989_P1_WES	0.8155	1.0	0.184	3.102	3.104	0.002
pdmr_wes_bladder	261386--189-R--ORIGINATOR_PT_WES	261386--189-R--N70P05_P1_WES	0.8155	1.0	0.184	3.102	3.041	0.061
pdmr_wes_bladder	558786--286-R--ORIGINATOR_PT_WES	558786--286-R--FI8D07_P1_WES	0.2441	0.8945	0.65	1.994	2.003	0.009
pdmr_wes_bladder	558786--286-R--ORIGINATOR_PT_WES	558786--286-R--FJ0D01_P1_WES	0.2441	1.0	0.756	1.994	2.0	0.006
pdmr_wes_bladder	558786--286-R--ORIGINATOR_PT_WES	558786--286-R--FJ2D10_P1_WES	0.2441	1.0	0.756	1.994	2.002	0.008
pdmr_wes_bladder	558786--286-R--ORIGINATOR_PT_WES	558786--286-R--FI8D05D58_P2_WES	0.2441	1.0	0.756	1.994	2.002	0.008
pdmr_wes_bladder	558786--286-R--ORIGINATOR_PT_WES	558786--286-R--FJ2D12D65_P2_WES	0.2441	1.0	0.756	1.994	2.013	0.019
pdmr_wes_bladder	665939--344-R--ORIGINATOR_PT_WES	665939--344-R--YH0XJ4_P1_WES	0.3098	1.0	0.69	3.312	2.975	0.337
pdmr_wes_bladder	665939--344-R--ORIGINATOR_PT_WES	665939--344-R--YH1W67_P1_WES	0.3098	0.9981	0.688	3.312	2.978	0.334
pdmr_wes_bladder	665939--344-R--ORIGINATOR_PT_WES	665939--344-R--YH2X72_P1_WES	0.3098	1.0	0.69	3.312	2.964	0.348
pdmr_wes_bladder	665939--344-R--ORIGINATOR_PT_WES	665939--344-R--YH2X73_P1_WES	0.3098	0.9895	0.68	3.312	2.954	0.358
pdmr_wes_bladder	665939--344-R--ORIGINATOR_PT_WES	665939--344-R--YH3XJ7_P1_WES	0.3098	1.0	0.69	3.312	3.025	0.287
pdmr_wes_bladder	222454--113-R--A00_P0_WES	222454--113-R--A00_RG-W58M196_P2_WES	1.0	1.0	0.0	2.948	2.959	0.011
pdmr_wes_bladder	222454--113-R--A00_P0_WES	222454--113-R--A00_RG-W58M199_P2_WES	1.0	1.0	0.0	2.948	2.973	0.025
pdmr_wes_bladder	416634--122-T--A08_P0_WES	416634--122-T--A08A77AQ6_P2_WES	1.0	1.0	0.0	2.004	2.01	0.006
pdmr_wes_bladder	416634--122-T--A08_P0_WES	416634--122-T--A08A75AQ2IB2_P3_WES	1.0	0.9897	0.01	2.004	1.999	0.005
pdmr_wes_bladder	416634--122-T--A08_P0_WES	416634--122-T--A08A76AU5IC9_RG_P3_WES	1.0	1.0	0.0	2.004	2.01	0.006
pdmr_wes_bladder	416634--122-T--A08A75_P1_WES	416634--122-T--A08A75AQ2IB2_P3_WES	1.0	0.9897	0.01	2.004	1.999	0.005
pdmr_wes_bladder	416634--122-T--A08A75_P1_WES	416634--122-T--A08A75AQ2IB2_P3_WES	1.0	0.9897	0.01	2.004	1.999	0.005
pdmr_wes_bladder	416634--122-T--A08A76_P1_WES	416634--122-T--A08A76AU5IC9_RG_P3_WES	1.0	1.0	0.0	2.019	2.01	0.009
pdmr_wes_bladder	416634--122-T--A08A76_P1_WES	416634--122-T--A08A76AU5IC9_RG_P3_WES	1.0	1.0	0.0	2.019	2.01	0.009
